participant,date,direction test,start landmark,facing landmark,target landmark,bearing,actual direction,abs error,same or different route,error in pointing task
24,2011-07-07 19:36:58 UTC,0,Lynch Station,Harris Hall,Golledge Hall,22,3.323863738,18.67613626,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Lynch Station,Harris Hall,Snow Church,67,8.968174613,58.03182539,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Lynch Station,Harris Hall,Tobler Museum,10,17.95076442,7.950764421,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Lynch Station,Harris Hall,Batty House,117,130.6542463,13.65424633,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Lynch Station,Harris Hall,Sauer Center,44,29.20903342,14.79096658,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Harris Hall,Harvey House,Snow Church,39,84.7281122,45.7281122,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Harris Hall,Harvey House,Lynch Station,125,114.5627943,10.43720572,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Harris Hall,Harvey House,Harvey House,53,2.146796904,50.8532031,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Harris Hall,Harvey House,Tobler Museum,43,99.95984558,56.95984558,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Harris Hall,Harvey House,Golledge Hall,98,77.71082192,20.28917808,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Harris Hall,Harvey House,Batty House,131,83.35216568,47.64783432,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Harris Hall,Harvey House,Sauer Center,36,110.6574336,74.65743363,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Harvey House,Harris Hall,Lynch Station,21,32.28246429,11.28246429,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Harvey House,Harris Hall,Snow Church,20,66.19140238,46.19140238,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Harvey House,Harris Hall,Golledge Hall,95,64.9530254,30.0469746,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Harvey House,Harris Hall,Harris Hall,96,4.196894849,91.80310515,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Harvey House,Harris Hall,Tobler Museum,95,42.14615863,52.85384137,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Harvey House,Harris Hall,Batty House,95,46.54689912,48.45310088,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Harvey House,Harris Hall,Sauer Center,95,46.29205396,48.70794604,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Golledge Hall,Snow Church,Lynch Station,178,173.9683139,4.031686086,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Golledge Hall,Snow Church,Batty House,178,173.5694617,4.430538254,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Golledge Hall,Snow Church,Tobler Museum,152,147.0284471,4.971552938,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Golledge Hall,Snow Church,Harris Hall,136,176.2022806,40.20228061,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Golledge Hall,Snow Church,Harvey House,32,139.9309368,107.9309368,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Golledge Hall,Snow Church,Sauer Center,24,76.21088344,52.21088344,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Golledge Hall,Snow Church,Snow Church,29,1.204134401,27.7958656,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Snow Church,Sauer Center,Harris Hall,83,88.09346154,5.093461545,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Snow Church,Sauer Center,Batty House,10,90.64700942,80.64700942,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Snow Church,Sauer Center,Golledge Hall,124,125.8431145,1.84311455,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Snow Church,Sauer Center,Tobler Museum,133,63.69277617,69.30722383,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Snow Church,Sauer Center,Lynch Station,89,79.44851915,9.551480846,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Snow Church,Sauer Center,Harvey House,86,119.6929579,33.69295786,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Snow Church,Sauer Center,Sauer Center,3,0.279262352,2.720737648,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Sauer Center,Tobler Museum,Lynch Station,75,17.76205492,57.23794508,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Sauer Center,Tobler Museum,Batty House,22,6.744508622,15.25549138,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Sauer Center,Tobler Museum,Tobler Museum,70,2.713388186,67.28661181,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Sauer Center,Tobler Museum,Golledge Hall,38,51.85616181,13.85616181,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Sauer Center,Tobler Museum,Snow Church,87,89.63525726,2.635257259,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Sauer Center,Tobler Museum,Harris Hall,64,4.240040564,59.75995944,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Sauer Center,Tobler Museum,Harvey House,68,23.09134403,44.90865597,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Tobler Museum,Sauer Center,Lynch Station,51,156.2355625,105.2355625,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Tobler Museum,Sauer Center,Snow Church,17,38.78279809,21.78279809,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Tobler Museum,Sauer Center,Harris Hall,19,173.2852643,154.2852643,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Tobler Museum,Sauer Center,Batty House,52,171.0086651,119.0086651,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Tobler Museum,Sauer Center,Harvey House,100,147.248191,47.248191,different,TRUE
24,2011-07-07 19:36:58 UTC,0,Tobler Museum,Sauer Center,Sauer Center,60,20.69981416,39.30018584,same,TRUE
24,2011-07-07 19:36:58 UTC,0,Tobler Museum,Sauer Center,Golledge Hall,106,67.30353066,38.69646934,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Batty House,Lynch Station,Sauer Center,18,30.3316951,12.3316951,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Batty House,Lynch Station,Harvey House,59,93.19423766,34.19423766,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Batty House,Lynch Station,Tobler Museum,64,37.30802198,26.69197802,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Batty House,Lynch Station,Harris Hall,7,37.5286373,30.5286373,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Batty House,Lynch Station,Golledge Hall,64,51.76768154,12.23231846,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Batty House,Lynch Station,Lynch Station,26,47.32798389,21.32798389,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Batty House,Lynch Station,Snow Church,47,48.19947553,1.199475531,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Lynch Station,Harris Hall,Golledge Hall,66,3.323863738,62.67613626,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Lynch Station,Harris Hall,Sauer Center,7,29.20903342,22.20903342,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Lynch Station,Harris Hall,Tobler Museum,28,17.95076442,10.04923558,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Lynch Station,Harris Hall,Harris Hall,48,7.021704671,40.97829533,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Lynch Station,Harris Hall,Snow Church,32,8.968174613,23.03182539,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Lynch Station,Harris Hall,Harvey House,53,48.19593801,4.804061986,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Lynch Station,Harris Hall,Batty House,53,130.6542463,77.65424633,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Harris Hall,Harvey House,Lynch Station,136,114.5627943,21.43720572,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Harris Hall,Harvey House,Sauer Center,15,110.6574336,95.65743363,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Harris Hall,Harvey House,Golledge Hall,113,77.71082192,35.28917808,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Harris Hall,Harvey House,Tobler Museum,7,99.95984558,92.95984558,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Harris Hall,Harvey House,Batty House,163,83.35216568,79.64783432,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Harris Hall,Harvey House,Harvey House,39,2.146796904,36.8532031,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Harris Hall,Harvey House,Snow Church,0,84.7281122,84.7281122,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Harvey House,Harris Hall,Golledge Hall,34,64.9530254,30.9530254,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Harvey House,Harris Hall,Lynch Station,62,32.28246429,29.71753571,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Harvey House,Harris Hall,Tobler Museum,132,42.14615863,89.85384137,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Harvey House,Harris Hall,Sauer Center,109,46.29205396,62.70794604,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Harvey House,Harris Hall,Harris Hall,175,4.196894849,170.8031052,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Harvey House,Harris Hall,Snow Church,156,66.19140238,89.80859762,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Harvey House,Harris Hall,Batty House,19,46.54689912,27.54689912,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Golledge Hall,Snow Church,Tobler Museum,120,147.0284471,27.02844706,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Golledge Hall,Snow Church,Snow Church,2,1.204134401,0.795865599,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Golledge Hall,Snow Church,Harvey House,169,139.9309368,29.06906322,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Golledge Hall,Snow Church,Harris Hall,49,176.2022806,127.2022806,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Golledge Hall,Snow Church,Sauer Center,74,76.21088344,2.210883445,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Golledge Hall,Snow Church,Lynch Station,48,173.9683139,125.9683139,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Golledge Hall,Snow Church,Batty House,20,173.5694617,153.5694617,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Snow Church,Sauer Center,Sauer Center,6,0.279262352,5.720737648,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Snow Church,Sauer Center,Lynch Station,171,79.44851915,91.55148085,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Snow Church,Sauer Center,Tobler Museum,51,63.69277617,12.69277617,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Snow Church,Sauer Center,Golledge Hall,99,125.8431145,26.84311455,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Snow Church,Sauer Center,Batty House,138,90.64700942,47.35299058,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Snow Church,Sauer Center,Harris Hall,33,88.09346154,55.09346154,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Snow Church,Sauer Center,Harvey House,12,119.6929579,107.6929579,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Sauer Center,Tobler Museum,Tobler Museum,12,2.713388186,9.286611814,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Sauer Center,Tobler Museum,Golledge Hall,85,51.85616181,33.14383819,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Sauer Center,Tobler Museum,Harris Hall,15,4.240040564,10.75995944,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Sauer Center,Tobler Museum,Harvey House,37,23.09134403,13.90865597,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Sauer Center,Tobler Museum,Batty House,91,6.744508622,84.25549138,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Sauer Center,Tobler Museum,Snow Church,84,89.63525726,5.635257259,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Sauer Center,Tobler Museum,Lynch Station,71,17.76205492,53.23794508,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Tobler Museum,Sauer Center,Lynch Station,159,156.2355625,2.764437454,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Tobler Museum,Sauer Center,Golledge Hall,12,67.30353066,55.30353066,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Tobler Museum,Sauer Center,Harris Hall,14,173.2852643,159.2852643,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Tobler Museum,Sauer Center,Sauer Center,2,20.69981416,18.69981416,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Tobler Museum,Sauer Center,Batty House,12,171.0086651,159.0086651,different,TRUE
25,2011-07-07 22:55:25 UTC,0,Tobler Museum,Sauer Center,Snow Church,7,38.78279809,31.78279809,same,TRUE
25,2011-07-07 22:55:25 UTC,0,Tobler Museum,Sauer Center,Harvey House,133,147.248191,14.248191,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Batty House,Lynch Station,Snow Church,21,48.19947553,27.19947553,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Batty House,Lynch Station,Harvey House,38,93.19423766,55.19423766,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Batty House,Lynch Station,Harris Hall,8,37.5286373,29.5286373,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Batty House,Lynch Station,Lynch Station,1,47.32798389,46.32798389,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Batty House,Lynch Station,Golledge Hall,3,51.76768154,48.76768154,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Batty House,Lynch Station,Tobler Museum,29,37.30802198,8.308021981,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Batty House,Lynch Station,Sauer Center,17,30.3316951,13.3316951,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Lynch Station,Harris Hall,Harvey House,4,48.19593801,44.19593801,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Lynch Station,Harris Hall,Sauer Center,113,29.20903342,83.79096658,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Lynch Station,Harris Hall,Tobler Museum,175,17.95076442,157.0492356,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Lynch Station,Harris Hall,Harris Hall,82,7.021704671,74.97829533,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Lynch Station,Harris Hall,Golledge Hall,43,3.323863738,39.67613626,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Lynch Station,Harris Hall,Batty House,112,130.6542463,18.65424633,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Lynch Station,Harris Hall,Snow Church,11,8.968174613,2.031825387,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Harris Hall,Harvey House,Snow Church,113,84.7281122,28.2718878,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Harris Hall,Harvey House,Batty House,84,83.35216568,0.647834315,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Harris Hall,Harvey House,Lynch Station,86,114.5627943,28.56279428,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Harris Hall,Harvey House,Tobler Museum,152,99.95984558,52.04015442,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Harris Hall,Harvey House,Sauer Center,128,110.6574336,17.34256637,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Harris Hall,Harvey House,Golledge Hall,39,77.71082192,38.71082192,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Harris Hall,Harvey House,Harvey House,70,2.146796904,67.8532031,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Harvey House,Harris Hall,Golledge Hall,77,64.9530254,12.0469746,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Harvey House,Harris Hall,Lynch Station,77,32.28246429,44.71753571,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Harvey House,Harris Hall,Harris Hall,36,4.196894849,31.80310515,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Harvey House,Harris Hall,Snow Church,19,66.19140238,47.19140238,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Harvey House,Harris Hall,Batty House,18,46.54689912,28.54689912,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Harvey House,Harris Hall,Tobler Museum,93,42.14615863,50.85384137,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Harvey House,Harris Hall,Sauer Center,113,46.29205396,66.70794604,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Golledge Hall,Snow Church,Batty House,164,173.5694617,9.569461746,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Golledge Hall,Snow Church,Harris Hall,14,176.2022806,162.2022806,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Golledge Hall,Snow Church,Lynch Station,84,173.9683139,89.96831391,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Golledge Hall,Snow Church,Harvey House,157,139.9309368,17.06906322,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Golledge Hall,Snow Church,Sauer Center,1,76.21088344,75.21088344,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Golledge Hall,Snow Church,Tobler Museum,15,147.0284471,132.0284471,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Golledge Hall,Snow Church,Snow Church,3,1.204134401,1.795865599,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Snow Church,Sauer Center,Tobler Museum,30,63.69277617,33.69277617,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Snow Church,Sauer Center,Harris Hall,169,88.09346154,80.90653846,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Snow Church,Sauer Center,Batty House,176,90.64700942,85.35299058,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Snow Church,Sauer Center,Lynch Station,88,79.44851915,8.551480846,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Snow Church,Sauer Center,Sauer Center,14,0.279262352,13.72073765,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Snow Church,Sauer Center,Harvey House,165,119.6929579,45.30704214,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Snow Church,Sauer Center,Golledge Hall,115,125.8431145,10.84311455,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Sauer Center,Tobler Museum,Harvey House,76,23.09134403,52.90865597,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Sauer Center,Tobler Museum,Lynch Station,46,17.76205492,28.23794508,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Sauer Center,Tobler Museum,Tobler Museum,21,2.713388186,18.28661181,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Sauer Center,Tobler Museum,Harris Hall,66,4.240040564,61.75995944,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Sauer Center,Tobler Museum,Golledge Hall,49,51.85616181,2.856161813,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Sauer Center,Tobler Museum,Snow Church,69,89.63525726,20.63525726,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Sauer Center,Tobler Museum,Batty House,26,6.744508622,19.25549138,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Tobler Museum,Sauer Center,Harris Hall,19,173.2852643,154.2852643,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Tobler Museum,Sauer Center,Sauer Center,47,20.69981416,26.30018584,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Tobler Museum,Sauer Center,Snow Church,93,38.78279809,54.21720191,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Tobler Museum,Sauer Center,Golledge Hall,83,67.30353066,15.69646934,same,TRUE
26,2011-07-12 18:43:19 UTC,0,Tobler Museum,Sauer Center,Harvey House,14,147.248191,133.248191,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Tobler Museum,Sauer Center,Lynch Station,105,156.2355625,51.23556255,different,TRUE
26,2011-07-12 18:43:19 UTC,0,Tobler Museum,Sauer Center,Batty House,49,171.0086651,122.0086651,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Batty House,Lynch Station,Sauer Center,6,30.3316951,24.3316951,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Batty House,Lynch Station,Tobler Museum,37,37.30802198,0.308021981,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Batty House,Lynch Station,Golledge Hall,5,51.76768154,46.76768154,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Batty House,Lynch Station,Lynch Station,37,47.32798389,10.32798389,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Batty House,Lynch Station,Harris Hall,4,37.5286373,33.5286373,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Batty House,Lynch Station,Harvey House,4,93.19423766,89.19423766,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Batty House,Lynch Station,Snow Church,30,48.19947553,18.19947553,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Lynch Station,Harris Hall,Sauer Center,70,29.20903342,40.79096658,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Lynch Station,Harris Hall,Snow Church,11,8.968174613,2.031825387,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Lynch Station,Harris Hall,Harvey House,89,48.19593801,40.80406199,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Lynch Station,Harris Hall,Harris Hall,45,7.021704671,37.97829533,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Lynch Station,Harris Hall,Batty House,128,130.6542463,2.654246333,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Lynch Station,Harris Hall,Tobler Museum,68,17.95076442,50.04923558,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Lynch Station,Harris Hall,Golledge Hall,101,3.323863738,97.67613626,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Harris Hall,Harvey House,Batty House,141,83.35216568,57.64783432,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Harris Hall,Harvey House,Harvey House,40,2.146796904,37.8532031,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Harris Hall,Harvey House,Tobler Museum,122,99.95984558,22.04015442,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Harris Hall,Harvey House,Golledge Hall,151,77.71082192,73.28917808,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Harris Hall,Harvey House,Sauer Center,103,110.6574336,7.657433634,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Harris Hall,Harvey House,Snow Church,49,84.7281122,35.7281122,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Harris Hall,Harvey House,Lynch Station,119,114.5627943,4.437205722,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Harvey House,Harris Hall,Snow Church,55,66.19140238,11.19140238,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Harvey House,Harris Hall,Batty House,30,46.54689912,16.54689912,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Harvey House,Harris Hall,Sauer Center,86,46.29205396,39.70794604,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Harvey House,Harris Hall,Tobler Museum,52,42.14615863,9.853841373,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Harvey House,Harris Hall,Harris Hall,22,4.196894849,17.80310515,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Harvey House,Harris Hall,Lynch Station,6,32.28246429,26.28246429,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Harvey House,Harris Hall,Golledge Hall,72,64.9530254,7.046974597,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Golledge Hall,Snow Church,Lynch Station,177,173.9683139,3.031686086,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Golledge Hall,Snow Church,Sauer Center,77,76.21088344,0.789116555,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Golledge Hall,Snow Church,Tobler Museum,119,147.0284471,28.02844706,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Golledge Hall,Snow Church,Harvey House,172,139.9309368,32.06906322,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Golledge Hall,Snow Church,Batty House,147,173.5694617,26.56946175,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Golledge Hall,Snow Church,Harris Hall,20,176.2022806,156.2022806,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Golledge Hall,Snow Church,Snow Church,1,1.204134401,0.204134401,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Snow Church,Sauer Center,Golledge Hall,141,125.8431145,15.15688545,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Snow Church,Sauer Center,Batty House,82,90.64700942,8.647009417,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Snow Church,Sauer Center,Harvey House,68,119.6929579,51.69295786,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Snow Church,Sauer Center,Tobler Museum,46,63.69277617,17.69277617,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Snow Church,Sauer Center,Lynch Station,172,79.44851915,92.55148085,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Snow Church,Sauer Center,Sauer Center,2,0.279262352,1.720737648,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Snow Church,Sauer Center,Harris Hall,83,88.09346154,5.093461545,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Sauer Center,Tobler Museum,Tobler Museum,16,2.713388186,13.28661181,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Sauer Center,Tobler Museum,Snow Church,28,89.63525726,61.63525726,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Sauer Center,Tobler Museum,Batty House,73,6.744508622,66.25549138,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Sauer Center,Tobler Museum,Golledge Hall,46,51.85616181,5.856161813,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Sauer Center,Tobler Museum,Lynch Station,13,17.76205492,4.76205492,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Sauer Center,Tobler Museum,Harvey House,72,23.09134403,48.90865597,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Sauer Center,Tobler Museum,Harris Hall,26,4.240040564,21.75995944,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Tobler Museum,Sauer Center,Sauer Center,40,20.69981416,19.30018584,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Tobler Museum,Sauer Center,Golledge Hall,58,67.30353066,9.30353066,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Tobler Museum,Sauer Center,Harris Hall,16,173.2852643,157.2852643,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Tobler Museum,Sauer Center,Harvey House,52,147.248191,95.248191,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Tobler Museum,Sauer Center,Snow Church,40,38.78279809,1.217201914,same,TRUE
27,2011-07-12 21:53:34 UTC,0,Tobler Museum,Sauer Center,Lynch Station,22,156.2355625,134.2355625,different,TRUE
27,2011-07-12 21:53:34 UTC,0,Tobler Museum,Sauer Center,Batty House,22,171.0086651,149.0086651,different,TRUE
28,2011-07-12 23:39:07 UTC,0,Batty House,Lynch Station,Harris Hall,42,37.5286373,4.471362696,same,TRUE
28,2011-07-12 23:39:07 UTC,0,Batty House,Lynch Station,Snow Church,2,48.19947553,46.19947553,different,TRUE
28,2011-07-12 23:39:07 UTC,0,Batty House,Lynch Station,Golledge Hall,74,51.76768154,22.23231846,different,TRUE
28,2011-07-12 23:39:07 UTC,0,Batty House,Lynch Station,Sauer Center,53,30.3316951,22.6683049,different,TRUE
28,2011-07-12 23:39:07 UTC,0,Batty House,Lynch Station,Lynch Station,41,47.32798389,6.327983892,same,TRUE
28,2011-07-12 23:39:07 UTC,0,Batty House,Lynch Station,Tobler Museum,11,37.30802198,26.30802198,different,TRUE
28,2011-07-12 23:39:07 UTC,0,Batty House,Lynch Station,Harvey House,39,93.19423766,54.19423766,same,TRUE
28,2011-07-12 23:39:07 UTC,0,Lynch Station,Harris Hall,Snow Church,26,8.968174613,17.03182539,different,TRUE
